,lat,lng
340,59.94875479999999,30.21611200000001
341,59.9459737,30.2154327
342,59.94597399999999,30.2154698
343,59.94588169999999,30.21536040000001
344,59.949061,30.215626
345,59.945798,30.2154499
346,59.945622,30.21372199999999
348,59.945818,30.2156639
349,59.9457315,30.2153323
350,59.94597299999999,30.216341
351,59.94640690000001,30.217623
352,59.9456447,30.2171569
353,59.948956,30.2179871
357,59.9460333,30.21625629999999
358,59.958237,30.2166221
359,59.9587446,30.2163972
360,59.95954800000001,30.215812
361,59.95863139999999,30.2160241
362,59.957008,30.2138941
363,59.9583904,30.21548050000001
364,59.9585302,30.2157166
368,59.9581824,30.2152029
371,59.9590484,30.2170149
373,59.95843,30.215387
378,59.956503,30.2165793
379,59.958968,30.2179512
380,59.959214,30.2175469
381,59.95886429999999,30.2168762
383,59.9590755,30.2176003
385,59.95685499999999,30.21361899999999
387,59.95906600000001,30.217682
388,59.95662939999999,30.21353649999999
390,59.958714,30.2184001
391,59.95869500000001,30.218664
395,59.957337,30.218439
396,59.95612909999999,30.2138404
403,59.957452,30.2140831
404,59.95741899999999,30.2140421
405,59.95741899999999,30.21404200000001
406,59.95903999999999,30.216992
407,59.95709600000001,30.214052
408,59.9570801,30.2138496
410,59.9591113,30.2178915
417,59.9388428,30.2125613
419,59.939691,30.212241
420,59.9401811,30.21031030000001
421,59.94090430000001,30.20973429999999
423,59.93977959999999,30.2107711
424,59.94087580000001,30.2118056
430,59.93998859999999,30.2125011
433,59.94040689999999,30.2100443
434,59.93973,30.210828
451,59.93964099999999,30.2110161
456,59.9384802,30.20917930000001
457,59.941193,30.211403
458,59.9411941,30.2114447
459,59.93997,30.212519
461,59.940033,30.212947
462,59.940033,30.212954
463,59.94008299999999,30.21315899999999
464,59.93988549999998,30.2130247
465,59.9402482,30.2140975
469,59.94084969999999,30.2137898
471,59.9388197,30.21338129999999
475,59.937655,30.211415
480,59.94082599999999,30.214312
481,59.9392217,30.2143373
482,59.9401999,30.210415
493,59.939643,30.21101800000001
494,59.9409308,30.2097014
496,59.93993700000001,30.2115303
501,59.93996139999999,30.2124675
503,59.9399892,30.2126676
504,59.94000620000001,30.2127145
505,59.9400776,30.2127457
506,59.9400147,30.2127527
512,59.940033,30.2129491
513,59.940033,30.212951
517,59.93978199999999,30.213726
521,59.9411181,30.21363180000001
524,59.93865459999999,30.2137793
526,59.9410396,30.2142182
529,59.942629,30.21430489999999
534,59.94469179999999,30.21562819999999
535,59.9424023,30.2144783
540,59.942121,30.21461309999999
543,59.9436454,30.217546
544,59.94201129999999,30.2147858
549,59.94233089999999,30.2168107
557,59.9430418,30.21811080000001
566,59.9411637,30.2142424
567,59.941159,30.214698
568,59.9411515,30.2149553
569,59.941152,30.214955
570,59.9410976,30.2144751
571,59.941267,30.2158441
572,59.9410698,30.2142075
576,59.943445,30.21512809999999
577,59.9433655,30.2151291
578,59.9433288,30.21519029999999
582,59.9427944,30.21438879999999
586,59.9422647,30.2145614
594,59.9423763,30.21667250000001
597,59.9423732,30.2169007
611,59.9411555,30.2149392
614,59.9410822,30.21446859999999
615,59.941092,30.214844
617,59.9876217,30.1982209
618,59.9901054,30.20222489999999
619,59.987269,30.19750209999999
620,59.987524,30.19836089999999
621,59.987546,30.2039049
622,59.9876476,30.2015912
623,59.98977470000001,30.20272009999999
624,59.9885903,30.200779
625,59.98687809999999,30.2036083
626,59.9881107,30.2017694
627,59.98960099999999,30.2014761
628,59.98840749999999,30.20178450000001
629,59.9878906,30.1958414
630,59.9902823,30.203134
632,59.9874817,30.20427660000001
634,59.9888254,30.199725
636,59.9877741,30.2015253
638,59.98844099999999,30.20169
640,59.9895227,30.20223149999999
641,59.9897801,30.2028162
643,59.9885659,30.20175879999999
645,59.9880858,30.2001566
646,59.99008199999999,30.20296
650,59.98995410000001,30.2028916
654,59.9875252,30.1983009
655,59.987524,30.198533
657,59.9896282,30.20085589999999
658,59.98859539999999,30.19755839999999
659,59.98768500000001,30.1974919
660,59.98877,30.19731700000001
661,59.9888211,30.198136
662,59.98953529999999,30.2015225
663,59.98838,30.1983378
664,59.98873159999999,30.2000749
665,59.988717,30.200318
666,59.9888071,30.1994873
667,59.9886761,30.1970005
668,59.9887252,30.1992519
673,59.98903499999999,30.19841100000001
674,59.98904239999999,30.1982661
675,59.989057,30.1981946
676,59.98960699999999,30.20060299999999
677,59.9880843,30.2017893
678,59.9897222,30.2005
679,59.9878618,30.2016008
683,59.98871500000001,30.197463
687,59.989412,30.20211100000001
688,59.9887446,30.1973925
689,59.98754280000001,30.2013679
690,59.98843119999999,30.20278039999999
691,59.989123,30.1969
692,59.9896944,30.20275909999999
693,59.9892,30.1967401
694,59.9875242,30.202534
695,59.98917499999999,30.1967781
697,59.98987929999999,30.2026545
698,59.98999310000001,30.2029148
699,59.99060799999999,30.19745009999999
700,59.9881422,30.1962582
701,59.98980710000001,30.2028322
702,59.9881404,30.1962491
703,59.986866,30.19808600000001
704,59.9889908,30.2037729
708,59.98606520000001,30.2007026
709,59.9891,30.20383
712,59.9881482,30.1961919
713,59.98916899999999,30.1961851
714,59.98684660000001,30.19808630000001
715,59.98929429999998,30.1962402
716,59.98887819999999,30.2039876
717,59.9900578,30.20294479999999
719,59.9888162,30.19591359999999
720,59.99021149999999,30.2027039
721,59.9884595,30.2041136
722,59.990243,30.20267089999999
723,59.98933999999999,30.196046
724,59.99024739999999,30.2026831
725,59.99023409999999,30.20273989999999
726,59.9873904,30.20383979999999
727,59.987151,30.20371129999999
728,59.9874366,30.2038576
729,59.98790899999999,30.204012
733,59.9875935,30.2045006
734,59.9872129,30.2036833
735,59.98728709999999,30.2036697
736,59.99010569999999,30.2036395
737,59.9871653,30.2035714
738,59.98958649999999,30.204605
739,59.98651169999999,30.2032202
740,59.98683639999999,30.2031122
741,59.98955739999999,30.2049808
742,59.9876491,30.20434440000001
743,59.9868095,30.2031564
744,59.9869133,30.20344279999999
745,59.987053,30.204119
746,59.9874306,30.2043051
747,59.98720890000001,30.2041161
748,59.986146,30.20070400000001
749,59.98946489999999,30.2049356
750,59.9870984,30.2041122
751,59.9866295,30.2030016
752,59.986892,30.2036254
753,59.9868007,30.2035491
754,59.99041870000001,30.2030364
755,59.98682950000001,30.2035935
756,59.98683699999999,30.2039241
757,59.9872085,30.2042645
758,59.9865757,30.2030227
759,59.9865327,30.2029076
760,59.986839,30.203932
761,59.9864703,30.2029719
762,59.9892766,30.20520699999999
763,59.98617650000001,30.20158929999999
764,59.9864565,30.2029636
766,59.9895655,30.2049347
767,59.98658889999999,30.2032779
768,59.986725,30.2035248
769,59.9895314,30.2049532
770,59.98605379999999,30.1991502
771,59.9912223,30.1987522
772,59.9895706,30.2049432
773,59.986017,30.2000411
775,59.986623,30.20339
776,59.98601119999999,30.20070710000001
777,59.9893724,30.2051184
778,59.9868852,30.2039585
779,59.989594,30.20499
780,59.98654579999999,30.2032362
783,59.98962309999999,30.2049835
784,59.98660030000001,30.20343279999999
785,59.9873429,30.2046561
788,59.9866025,30.203436
789,59.98684709999999,30.2039617
792,59.9868521,30.2039586
793,59.988829,30.200344
795,59.988988,30.1985024
799,59.9879941,30.2015895
800,59.9896664,30.2005753
801,59.98865,30.202126
802,59.9896221,30.2009762
803,59.98786,30.20159800000001
806,59.98964619999999,30.2011203
807,59.9896737,30.2012365
809,59.9885867,30.197628
814,59.94528799999999,30.2183836
827,59.94811000000001,30.222692
830,59.94740799999999,30.223251
831,59.9473595,30.22325339999999
833,59.9474343,30.2237076
834,59.95001019999999,30.2166129
841,59.9477332,30.2210972
842,59.9482623,30.2212289
859,59.9473725,30.2233257
860,59.94594909999999,30.2223031
861,59.949993,30.21699
862,59.95015300000001,30.218311
863,59.948581,30.2194829
865,59.98543290000001,30.2035152
866,59.985747,30.1958081
869,59.9860791,30.2023494
870,59.9855774,30.2002788
871,59.985465,30.200305
872,59.9856458,30.2035978
876,59.98620140000001,30.2028547
878,59.985629,30.20057600000001
880,59.98611769999999,30.2040218
883,59.98532400000001,30.2005379
885,59.985985,30.202317
886,59.985722,30.202724
887,59.9849426,30.19975850000001
888,59.9850929,30.1999009
889,59.98516069999999,30.1994151
895,59.98609699999999,30.2023809
897,59.9857932,30.2025174
903,59.98579299999999,30.2025179
904,59.9842777,30.2027955
905,59.98588400000001,30.2026775
906,59.98587499999999,30.2026933
907,59.9858938,30.20268069999999
908,59.98511269999999,30.20334889999999
909,59.98589610000001,30.2027485
910,59.98592199999999,30.20272
911,59.9858974,30.2028528
912,59.9862204,30.2028837
913,59.9860205,30.20349919999999
914,59.986018,30.20392060000001
915,59.9862739,30.2028647
916,59.98632199999999,30.2029167
918,59.98611529999999,30.20334829999999
919,59.98600159999999,30.2035977
920,59.9844939,30.2045488
923,59.98603079999999,30.2036094
924,59.9860396,30.2036164
927,59.9845553,30.2043788
929,59.9864743,30.20321519999999
930,59.98596799999999,30.2039417
934,59.98625930000001,30.2040091
936,59.9864651,30.2033637
938,59.9863053,30.2038576
939,59.9863113,30.2038033
940,59.98630499999999,30.203858
943,59.9863053,30.2038578
948,59.9863053,30.20386139999999
950,59.9865605,30.2038011
953,59.9865138,30.2035975
954,59.98625109999999,30.20406570000001
955,59.9862489,30.2040555
956,59.98578799999999,30.1954696
957,59.9864414,30.20394809999999
958,59.9864146,30.2038618
959,59.9864284,30.2038794
962,59.98652519999999,30.2037755
963,59.9866237,30.2036266
965,59.986558,30.2037879
966,59.98586699999999,30.2026701
968,59.9863845,30.2041929
970,59.9866482,30.2038367
971,59.98666129999999,30.2038559
972,59.98651330000001,30.2041214
975,59.98660899999999,30.2040929
976,59.98660899999999,30.2040928
984,59.98660899999999,30.204093
986,59.986673,30.2040047
987,59.9867587,30.2038879
988,59.9865982,30.2041515
990,59.98677149999999,30.2039158
991,59.98479399999999,30.20000009999999
992,59.98527299999999,30.20049489999999
997,59.985465,30.2003051
999,59.98553599999999,30.20029199999999
1003,59.98536189999999,30.1978223
1005,59.98607469999999,30.2007041
1008,59.986039,30.20151639999999
1011,59.9840184,30.20244189999999
1013,59.9858006,30.2025748
1014,59.9859098,30.2026569
1015,59.9863898,30.20170169999999
1016,59.9858923,30.202808
1017,59.98553940000001,30.20329939999999
1018,59.986862,30.199927
1019,59.9856403,30.2036532
1020,59.986104,30.19685399999999
1021,59.98611,30.20335360000001
1022,59.98601079999999,30.2036241
1023,59.9859315,30.20371970000001
1024,59.98433069999999,30.2040855
1026,59.9852392,30.2042336
1029,59.984087,30.2041279
1030,59.9841433,30.2041876
1032,59.9864462,30.2033562
1033,59.9860565,30.20394069999999
1034,59.98604719999999,30.2039629
1035,59.98666079999999,30.203083
1036,59.98613379999999,30.2040291
1037,59.9865314,30.203428
1038,59.98653239999999,30.2034507
1039,59.9867226,30.2030736
1044,59.9861994,30.204038
1045,59.9863654,30.2038645
1046,59.9864745,30.2037613
1047,59.98670869999999,30.203335
1048,59.9863667,30.2040002
1049,59.9863648,30.20407520000001
1050,59.9865916,30.2037231
1051,59.98637060000001,30.2041351
1052,59.98689629999999,30.203194
1053,59.98654829999999,30.2039648
1054,59.9868086,30.20354839999999
1055,59.9868086,30.2035638
1056,59.9866231,30.20397770000001
1057,59.9866064,30.2040579
1064,59.94180350000001,30.2201493
1065,59.94321060000001,30.2214844
1067,59.942976,30.220441
1070,59.94207110000001,30.21888800000001
1076,59.94291999999999,30.22055100000001
1078,59.94462499999999,30.22119589999999
1082,59.9423219,30.2212885
1087,59.9422342,30.22147749999999
1088,59.941655,30.21735000000001
1089,59.94177089999999,30.22014600000001
1098,59.941438,30.2205369
1109,59.9431246,30.2211572
1119,59.9422171,30.2210786
1121,59.942297,30.221317
1126,59.94250599999999,30.222441
1134,59.94248460000001,30.22286179999999
1139,59.94106289999999,30.2182721
1145,59.960024,30.2204921
1146,59.9846094,30.2129434
1147,59.9860603,30.2054649
1148,59.98481429999999,30.2075339
1149,59.98541869999999,30.2093826
1150,59.984517,30.2120231
1151,59.98522,30.211285
1153,59.983656,30.2109059
1154,59.9843547,30.209926
1155,59.98396349999999,30.2093355
1156,59.985908,30.2095331
1157,59.98428800000001,30.206018
1158,59.98606,30.206371
1159,59.98360289999999,30.2114463
1160,59.98509559999999,30.20583179999999
1161,59.98629,30.206862
1162,59.9859334,30.2060267
1163,59.983209,30.2111229
1165,59.9835733,30.2121326
1166,59.98688110000001,30.2088141
1167,59.985128,30.2133409
1168,59.9851017,30.21341919999999
1169,59.9860086,30.205619
1171,59.98280029999999,30.2107028
1172,59.98608890000001,30.2049911
1173,59.98606,30.20546509999999
1174,59.982749,30.21030189999999
1176,59.9860851,30.20540239999999
1177,59.98275659999999,30.2105919
1178,59.986134,30.2051151
1179,59.982684,30.21038099999999
1180,59.98620500000001,30.2051043
1181,59.986195,30.205143
1182,59.98259599999999,30.210131
1183,59.986119,30.20502
1184,59.9873318,30.2077304
1185,59.9825845,30.2105737
1186,59.98611200000001,30.204997
1187,59.9838974,30.2136913
1191,59.98724149999999,30.20746510000001
1192,59.98752,30.207842
1193,59.98619309999999,30.2050475
1194,59.9862461,30.2050066
1195,59.9850146,30.21421829999999
1196,59.9850146,30.2142179
1200,59.98556499999999,30.212391
1201,59.98239599999999,30.2097342
1202,59.987171,30.2116299
1203,59.98239890000001,30.2100162
1204,59.9824675,30.21064930000001
1205,59.98237539999999,30.210031
1206,59.982398,30.21043
1207,59.98756699999999,30.209307
1208,59.9822873,30.20954290000001
1209,59.9867611,30.205491
1210,59.98536960000001,30.2144424
1211,59.98720600000001,30.211895
1212,59.9823122,30.21023319999999
1213,59.986129,30.213988
1214,59.9823817,30.2108687
1215,59.9823403,30.2107387
1216,59.984441,30.21017879999999
1218,59.98527679999999,30.2069568
1219,59.985737,30.207194
1220,59.98464029999999,30.2120668
1222,59.98525240000001,30.2122128
1223,59.98644640000001,30.20967790000001
1224,59.986161,30.207248
1225,59.98559400000001,30.21214900000001
1226,59.9836666,30.2069771
1228,59.98603139999999,30.2062726
1229,59.9861242,30.2061723
1230,59.98426380000002,30.2130835
1231,59.985128,30.2133411
1232,59.98616169999999,30.2058814
1233,59.98523590000001,30.2134114
1237,59.9860698,30.20565409999999
1238,59.98282289999999,30.2104112
1242,59.98276070000001,30.2103839
1243,59.98275339999999,30.2105492
1244,59.98600949999999,30.20526729999999
1245,59.9827244,30.21057149999999
1246,59.98316200000001,30.21238109999999
1247,59.9827057,30.2108597
1248,59.9826592,30.2105871
1249,59.987059,30.211305
1250,59.98259599999999,30.2103499
1251,59.98507529999998,30.2140201
1252,59.9862552,30.2132576
1254,59.98619660000001,30.20508809999999
1255,59.98248,30.2098382
1256,59.98616870000001,30.2049867
1257,59.983244,30.21295499999999
1267,59.982389,30.209919
1268,59.98711229999999,30.2119055
1269,59.98244210000001,30.2107095
1270,59.9824507,30.2107961
1271,59.9860035,30.2139778
1272,59.9824004,30.21068639999999
1273,59.98239530000001,30.21071260000001
1276,59.98332599999999,30.2135289
1279,59.9691659,30.22203949999999
1317,59.98670259999999,30.20425999999999
1320,59.9866472,30.2042397
1331,59.986734,30.204543
1369,59.98683599999999,30.2043281
1375,59.98653419999999,30.204895
1377,59.9865369,30.2043182
1381,59.98657600000001,30.2043111
1407,59.986719,30.204304
1413,59.9867688,30.20404089999999
1415,59.9868463,30.2040776
1423,59.986881,30.2041033
1434,59.98698089999999,30.20427579999999
1439,59.987192,30.2056949
1450,59.98718099999999,30.20570399999999
1479,59.9537388,30.2130225
1480,59.9538939,30.2123729
1481,59.9551592,30.2125485
1482,59.95495929999999,30.21131489999999
1483,59.95441699999999,30.2115171
1484,59.95434199999999,30.212045
1485,59.9545193,30.2121898
1486,59.955116,30.21252999999999
1487,59.9541723,30.2121448
1488,59.9551342,30.2131693
1490,59.95360900000001,30.211803
1491,59.95508210000001,30.2129629
1492,59.95360909999999,30.2118031
1493,59.955127,30.213204
1494,59.95422529999999,30.2133249
1496,59.953661,30.21302489999999
1502,59.953661,30.21302509999999
1505,59.954793,30.2145439
1507,59.953614,30.213104
1509,59.9543363,30.21403409999999
1511,59.95352680000001,30.2131002
1512,59.9546732,30.2143539
1513,59.9533074,30.2128247
1520,59.95429739999999,30.214088
1521,59.954673,30.214354
1526,59.954278,30.214144
1532,59.95596509999999,30.2139904
1534,59.95428799999999,30.21436989999999
1535,59.955953,30.21403100000001
1537,59.9534577,30.2135425
1565,59.9547453,30.2145745
1566,59.95518200000001,30.2116859
1571,59.955656,30.212408
1574,59.95382219999999,30.2120491
1575,59.9536781,30.2118015
1576,59.95366060000001,30.2118499
1579,59.954347,30.2128779
1580,59.95502809999999,30.2133291
1583,59.9536143,30.213104
1587,59.95432249999999,30.2140039
1590,59.9557969,30.2140058
1618,59.95434199999999,30.214447
1619,59.97304699999999,30.2202466
1621,59.972945,30.220246
1625,59.9770054,30.22033300000001
1627,59.98695899999999,30.2129939
1628,59.98801400000001,30.206529
1630,59.9877496,30.207271
1631,59.9886802,30.2076795
1632,59.990196,30.211696
1634,59.9885777,30.2090795
1635,59.9898165,30.2058212
1637,59.9883162,30.2099641
1638,59.98846899999999,30.2093035
1640,59.9871174,30.2127803
1641,59.9881104,30.21233919999999
1642,59.9881539,30.2115289
1644,59.98784449999999,30.2069955
1645,59.987965,30.2139641
1646,59.98775509999999,30.20773699999999
1649,59.98876600000001,30.207211
1650,59.99029799999999,30.2086309
1651,59.98878599999999,30.20763509999999
1652,59.9881018,30.2129931
1654,59.98872220000001,30.2068904
1655,59.9902941,30.2084141
1658,59.9885772,30.2090778
1659,59.98775829999999,30.2072482
1660,59.989618,30.2058502
1661,59.989705,30.208729
1662,59.9880386,30.21272979999999
1663,59.9880912,30.2115494
1665,59.99001800000001,30.20735399999999
1666,59.9889651,30.2099598
1668,59.987616,30.2087042
1669,59.98786999999999,30.2070619
1670,59.98877410000001,30.2066239
1671,59.98908900000001,30.213228
1672,59.98860599999999,30.2084091
1674,59.9884027,30.209487
1675,59.9877001,30.2080997
1676,59.98866760000001,30.20895399999999
1677,59.98868,30.210338
1678,59.98861199999999,30.20814
1679,59.98867389999999,30.20800470000001
1680,59.987649,30.20826910000001
1683,59.989551,30.2092519
1684,59.98961300000001,30.2116656
1685,59.9879971,30.2078641
1686,59.989425,30.2080551
1687,59.987644,30.2088581
1688,59.9879133,30.207749
1689,59.9897425,30.2053237
1690,59.98783479999999,30.2076358
1691,59.987762,30.207706
1692,59.98769309999999,30.2078631
1693,59.98769599999999,30.207708
1694,59.9881504,30.2115471
1695,59.9887627,30.2067409
1696,59.988907,30.206776
1700,59.98869239999999,30.2066542
1701,59.9877568,30.2073645
1702,59.98884700000001,30.212262
1703,59.987977,30.206434
1704,59.987974,30.206367
1705,59.988225,30.212329
1707,59.98821899999999,30.212329
1709,59.99026929999999,30.2086259
1710,59.98861199999999,30.205912
1713,59.98789749999999,30.2061551
1715,59.989717,30.205706
1716,59.990278,30.20594889999999
1718,59.98781090000001,30.2059466
1719,59.989611,30.20596099999999
1720,59.987889,30.20589
1724,59.98776830000001,30.2059651
1727,59.989669,30.2058541
1728,59.98939650000001,30.20540660000001
1729,59.9893457,30.205254
1731,59.9898211,30.2058523
1732,59.98808099999999,30.2132699
1733,59.98968199999999,30.20577600000001
1734,59.98973739999999,30.2055903
1735,59.9894712,30.2055069
1736,59.989662,30.20568299999999
1737,59.98954130000001,30.2054765
1738,59.9898513,30.2056283
1739,59.98955559999999,30.205271
1740,59.98974680000001,30.2055528
1741,59.98899970000001,30.2133348
1743,59.99000330000001,30.2058727
1744,59.9880806,30.2132698
1748,59.9900549,30.2052661
1749,59.989812,30.205734
1750,59.989915,30.205821
1751,59.9895446,30.2054306
1752,59.989576,30.2054529
1753,59.98966,30.205512
1754,59.98970749999999,30.2052878
1755,59.989788,30.20558299999999
1756,59.98973669999999,30.2055716
1757,59.9899576,30.2051622
1758,59.9897998,30.2055621
1759,59.98967339999999,30.2054662
1760,59.9897578,30.2055486
1762,59.989798,30.2055731
1763,59.98995230000001,30.2056294
1764,59.98991479999999,30.205679
1766,59.9879201,30.213939
1767,59.98999899999999,30.2056422
1768,59.9898849,30.2055902
1769,59.987157,30.2124711
1770,59.987989,30.213453
1771,59.99055490000001,30.2120265
1772,59.987974,30.21345089999999
1773,59.98982179999999,30.2053543
1774,59.990088,30.2058451
1775,59.9900269,30.2057297
1776,59.9901942,30.205944
1777,59.99004499999999,30.2057261
1778,59.98963970000001,30.2052033
1782,59.98993389999999,30.20540489999999
1783,59.9899806,30.2054179
1786,59.9898645,30.2049372
1787,59.9896552,30.2135922
1790,59.9897277,30.2050883
1792,59.9900235,30.2054423
1794,59.990669,30.211769
1796,59.99042999999999,30.20602689999999
1797,59.98984809999999,30.2051172
1798,59.9898939,30.2051684
1799,59.9879314,30.2138062
1800,59.9901456,30.205494
1802,59.99042379999999,30.2058888
1803,59.9870109,30.2128289
1804,59.987965,30.213964
1805,59.99021439999999,30.20528289999999
1806,59.9870658,30.2130417
1813,59.9900904,30.20524689999999
1814,59.990126,30.2052714
1815,59.987904,30.213954
1816,59.990616,30.206215
1817,59.9900254,30.2051162
1818,59.99068800000001,30.2121139
1820,59.99057020000001,30.2059457
1821,59.98706789999999,30.2131312
1824,59.98695659999999,30.2129792
1825,59.95364170000001,30.2148309
1826,59.9532312,30.21465580000001
1827,59.95356099999999,30.215258
1831,59.9537094,30.2154516
1832,59.95289690000001,30.2156597
1833,59.953137,30.2150361
1843,59.9553439,30.21527879999999
1846,59.95325799999999,30.213867
1848,59.95430169999999,30.2178048
1849,59.95506899999999,30.2174217
1852,59.954207,30.216568
1853,59.9552114,30.21623289999999
1854,59.95360439999999,30.2153356
1856,59.95407299999999,30.215549
1862,59.9538396,30.2177978
1863,59.9539029,30.2155432
1865,59.953176,30.2144608
1874,59.95360439999999,30.2153355
1878,59.954547,30.215982
1903,59.954492,30.21480089999999
1908,59.954784,30.215512
1909,59.95419399999999,30.214984
1913,59.95519030000001,30.21676849999999
1917,59.953571,30.215429
1919,59.9533097,30.2148862
1930,59.95446699999999,30.21656809999999
1938,59.953585,30.216636
1939,59.9534395,30.2144854
1946,59.9531589,30.2154052
1947,59.95507779999999,30.2173798
1948,59.954347,30.2176865
1949,59.953568,30.216273
1951,59.953399,30.2161589
1952,59.953559,30.216294
1955,59.95338530000001,30.2159215
1957,59.9537595,30.217152
1959,59.953399,30.2161591
1964,59.95332500000001,30.216255
1965,59.9535709,30.2168027
1966,59.9530656,30.2152632
1968,59.9532097,30.2160053
1971,59.9537714,30.21770369999999
1972,59.95412109999999,30.2177911
1973,59.9535732,30.2173386
1974,59.9543571,30.2180881
